,CHROM,BIN_START,BIN_END,intron_East_Window_pi,codon_1_East_Window_pi,codon_2_East_Window_pi,codon_3_East_Window_pi,codon_4D_East_Window_pi,intergenic_final_East_Window_pi,intron_West_Window_pi,codon_1_West_Window_pi,codon_2_West_Window_pi,codon_3_West_Window_pi,codon_4D_West_Window_pi,intergenic_final_West_Window_pi
3288,DPSCF300059,400001,410000,0.01888703050207621,0.009160839136904771,0.0035234007440476172,0.011898856398809537,0.013842851952461798,0.012627422864019234,0.017932787089467682,0.009897685267857136,0.003858876041666668,0.011467254985119036,0.012851062648556877,0.014617158995186487
3289,DPSCF300059,410001,420000,0.009208062575650934,0.0050711197402597405,0.0007661654545454545,0.0033120314285714283,0.0016111714285714288,0.019730851788756408,0.00932491207600279,0.003940887142857143,0.0010410050649350654,0.0037735410389610397,0.003800338345864662,0.020541876320272563
3290,DPSCF300059,430001,440000,0.009621116321839086,0.0003246754545454545,0.002308804545454545,0.008451245248868778,0.007079001379310345,0.016645433684210623,0.006889600172413793,0.0007809500000000001,0.002370344545454545,0.009835408597285066,0.00895759724137931,0.01498408547368428
3291,DPSCF300059,440001,450000,0.0052954684943062,0.0011187706717123934,0.000187713339640492,0.0009795380681818183,0.0005828112311015119,0.004073314641148326,0.005791652361872627,0.000942066982024598,0.0004303985808893094,0.0015335990530303027,0.00042072958963282944,0.003293998612440192
3292,DPSCF300059,450001,460000,0.012700507086317364,0.008985887333333333,0.003968252,0.0022398573333333336,0.003515731578947368,0.013903525342465728,0.012785470995099864,0.008326278666666666,0.002798953,0.0032768726666666673,0.004421790789473685,0.012500185010537377
3293,DPSCF300059,460001,470000,0.017599230888030892,0.026790352112676056,0.00201207323943662,,,0.01486739406560211,0.01696342915057914,0.02467557746478873,0.0004856732394366197,,,0.013976504003021284
3294,DPSCF300059,610001,620000,0.005308019935691318,,0.0,,,0.0095948537926741,0.005038097749196142,,0.0038314222222222225,,,0.010011014776382771
3295,DPSCF300059,620001,630000,0.011897660677406104,0.0,0.015618636538461537,0.0,0.0,,0.010904289611730756,0.0003315653846153846,0.018247710576923083,0.0003315653846153846,0.0007037306122448981,
3296,DPSCF300059,630001,640000,0.011176720240000087,,,,,,0.011098069110000098,,,,,
3297,DPSCF300059,640001,650000,0.011787775619708335,,0.008628406153846154,,,,0.01153443200040812,,0.011326736923076923,,,
3298,DPSCF300059,650001,660000,0.010148998335467395,0.0007178753768844223,0.009146257286432162,0.00035893768844221115,0.0,0.0,0.010173567562953524,0.00017328040201005024,0.012649462311557787,0.0010032040201005026,0.0007109855670103093,0.0010449333333333334
3299,DPSCF300059,660001,670000,0.007711550884353733,0.0031258874680306905,0.0021989468030690538,0.004046061892583121,0.0037621959798994978,,0.007830470997732411,0.0033497222506393863,0.0024817317135549877,0.003936112787723786,0.00361152311557789,
3300,DPSCF300059,670001,680000,0.008790122380758244,0.007136917789291881,0.000815581865284974,0.007452182556131259,0.007229151871657754,0.0033117762962962946,0.007895443885038713,0.00761268601036269,0.0009716990500863561,0.006631585233160622,0.0060636279857397505,0.003733581851851854
3301,DPSCF300059,690001,700000,0.0150096037299515,0.007945314808652244,0.004864027287853578,0.014282198006644512,0.011918398625429556,0.0026689869202898607,0.01593905990302124,0.007148806655574045,0.004907129617304494,0.015126035049833885,0.012354926116838487,0.003080697753623182
3302,DPSCF300059,700001,710000,0.014612803835860853,0.006736662373505059,0.0010343497700091996,0.0110058744014733,0.014870182790697671,0.013963128339630992,0.012487233496877779,0.006822088408463662,0.0010156896044158233,0.011254723756906074,0.014942534418604657,0.013841894376528071
3303,DPSCF300059,710001,720000,0.007662346702557199,0.0016819099337748342,0.002465923509933775,0.005255967218543045,0.009161521182266008,0.010912121719274682,0.0071414689098250345,0.0016656438741721852,0.0027153132450331123,0.005467685264900664,0.0085856763546798,0.01074335833445265
3304,DPSCF300059,720001,730000,0.017385874251195543,0.007957454156769598,0.008399419002375301,0.0063948695170229575,0.007745444074074073,0.015108392952720791,0.016545140498363902,0.009023641488519396,0.009328754631828971,0.006130082660332542,0.008889569259259258,0.015174212355040125
3305,DPSCF300059,730001,740000,0.006263582769967098,0.010007214727272729,0.005004810363636362,0.00734487727272727,0.009862209540636041,,0.005490071029015854,0.009560031363636359,0.006687019090909091,0.008089978909090911,0.010970527915194345,
3306,DPSCF300081,1,10000,0.015813896089385476,0.00431535744680851,0.014231302127659572,0.014784798581560284,0.01794248709677419,0.001434935834470215,0.023901024301675976,0.002724470921985816,0.012777118085106384,0.01339066347517731,0.014841064516129031,0.0014209980445657106
3307,DPSCF300081,10001,20000,0.015143943089872347,0.012491072239263816,0.0068815526073619645,0.010261468251533757,0.013060271264367816,0.00821238030743665,0.01351150390985606,0.013643633205521456,0.006953339723926376,0.009583805138036798,0.012821227586206898,0.007132607561279596
3308,DPSCF300081,20001,30000,0.01990225406301817,0.003988815025906735,0.00208350621761658,0.014635933937823843,0.016244576404494383,0.01400044130993145,0.020436440995024785,0.004813825647668394,0.001971610233160621,0.012417375518134714,0.013244573314606744,0.012315850042808149
3309,DPSCF300081,40001,50000,0.01968582998363336,0.0038274932830188665,0.00653993785822021,0.013037978280542995,0.011636780551053482,0.011613729727914015,0.019311817675941024,0.003680446037735851,0.0071874486425339374,0.012710110784313715,0.012063920421393835,0.011257515384615377
3310,DPSCF300081,50001,60000,0.0183831663255814,0.004364969256474518,0.004439401505016722,0.01620702341137125,0.018044557221206584,0.018444164736743558,0.01950394083720929,0.0047295117794486224,0.00427519297658863,0.016163483528428082,0.017872338025594146,0.01914281433389551
3311,DPSCF300081,60001,70000,0.016099214330563282,0.002641908423913043,0.003407520652173913,0.009230503804347824,0.010463555223880594,0.01391198552797644,0.015844057728531858,0.0029508271739130433,0.0034456480978260857,0.010456122961956528,0.012464899253731343,0.016247670551114826
3312,DPSCF300081,90001,100000,0.019216868322981383,0.0027936479999999997,0.0061587248,0.0043597888,0.003483243333333334,0.009430065765765787,0.016581941097308477,0.0013212383999999999,0.0071917792000000015,0.012767106399999995,0.00980038,0.00833445773850773
3313,DPSCF300081,100001,110000,0.01998009584158416,0.008160064788732393,0.016357414084507044,0.012333261971830984,0.012840365853658536,0.017289120224113816,0.01942223980198019,0.007983771830985916,0.010625174647887323,0.007378816901408451,0.011125375609756098,0.01564593815321639
3314,DPSCF300081,110001,120000,0.00918027175721976,0.002600490332559938,0.0019007509667440066,0.006893038205723126,0.006771424341279798,0.010993992752203741,0.00581523514439549,0.004145831709203404,0.0017849397525135343,0.010553832173240515,0.01165669422835633,0.010400469637610177
3315,DPSCF300081,120001,130000,0.02060162276422764,0.002484370321151716,0.0022997991140642307,0.010227911283185844,0.011772753156822809,0.01095090410269317,0.02031255037639261,0.004485287264673314,0.003054283056478405,0.012517473119469016,0.01484187413441955,0.01046127037503144
3316,DPSCF300081,130001,140000,0.013978840388970357,0.0,0.0009501464788732397,0.004150542756183743,0.004605643523316061,0.0057278921389396715,0.013418978473424844,0.0,0.0019469528169014086,0.005972655477031802,0.005845867875647668,0.00549552474101158
3317,DPSCF300081,170001,180000,0.002426173504273504,,0.009335011453744494,0.0009206810572687227,0.0015285111111111116,0.010747537823579964,0.002992746923076923,,0.007925788986784142,0.0017829039647577094,0.003347453333333333,0.010132334731934776
3318,DPSCF300081,180001,190000,0.005245821391972675,0.003640239892183289,0.002898643935309973,0.004670632884097035,0.005304573333333332,0.015505464943457163,0.004581764880444064,0.004158904716981132,0.0029449045822102413,0.004483396900269543,0.0061426797435897434,0.013482125589660724
3319,DPSCF300081,190001,200000,0.016050232326820568,0.008787119808612442,0.006108708133971289,0.007726388325358852,0.007561599999999998,0.01121602974358975,0.01599638774422728,0.010948342775119612,0.006517950143540671,0.00812094880382775,0.008854646307385233,0.011993326051282036
3320,DPSCF300081,200001,210000,0.023118950220750608,0.002904503496503496,0.016932140909090926,0.008033633216783216,0.012426351419558355,0.01562978444063437,0.02172918120860929,0.0032881536713286713,0.01738839300699299,0.007986120629370633,0.011505705993690852,0.015065549721388738
3321,DPSCF300081,210001,220000,0.01591428357496794,0.004327058502024291,0.005794399797570849,0.011969026518218642,0.01795935545454545,0.008930234547738706,0.015001564287025182,0.0045267994939271255,0.005987767004048584,0.012757451315789458,0.018095205,0.010184394974874358
3322,DPSCF300081,250001,260000,0.016063269683818934,0.004854178478664192,0.004235749536178108,0.01167653209647495,0.007476864864864864,0.015373623155856737,0.018615580409175388,0.004221258627087199,0.004589397031539889,0.010725433580705013,0.0059631895752895745,0.014317368906098716
3323,DPSCF300081,260001,270000,0.014583175862068944,0.006381804739336493,0.010958144075829384,0.013240049289099528,0.011006595061728394,0.0055276355694879814,0.013415952968136123,0.008859380568720376,0.0098370672985782,0.012268377251184832,0.011031202469135802,0.006015092978056428
3324,DPSCF300081,320001,330000,0.01109818663047167,0.0,0.008564807499999999,0.0031746,0.00725622857142857,0.012321870755686007,0.010090962402443155,0.000431035,0.0081215925,0.000431035,0.0009852228571428571,0.010838255025678652
3325,DPSCF300081,330001,340000,0.011808190367065593,,,0.0031055913043478264,0.0057142880000000005,,0.012287172034070292,,,0.005812895652173913,0.010695728,
3326,DPSCF300081,340001,350000,0.011371694060000064,,,,,,0.010339569420000055,,,,,
3327,DPSCF300081,350001,360000,0.01103783162000007,,,,,,0.010515007700000066,,,,,
3328,DPSCF300081,360001,370000,0.010394004278183336,,0.003174604444444445,,,,0.010553697242498048,,0.005175786666666667,,,
3329,DPSCF300081,370001,380000,0.012407209550272792,0.001536098924731183,0.001536098924731183,0.009415709677419356,0.01462375,0.014285720000000003,0.011285818431614759,0.0025304268817204303,0.0010733172043010753,0.008157217204301077,0.011746322222222222,0.00689656
3330,DPSCF300081,380001,390000,0.013601204035874438,,,0.003426140983606558,0.007206710344827587,0.012575031953041728,0.011986633632287,,,0.003818203278688525,0.004505931034482759,0.01251913986125945
3331,DPSCF300081,410001,420000,0.013627598130841141,0.002304049069767441,0.004697306511627906,0.004789589534883721,0.008342746067415729,0.009518993888166464,0.013255685896346646,0.002432507209302325,0.0049649013953488395,0.004692669883720932,0.007590338576779027,0.008539075552665792
3332,DPSCF300081,420001,430000,0.011886214264990305,0.001293026966292135,0.0004012842696629214,0.01602163932584269,0.01673480909090909,0.016853914297624034,0.010817039240812348,0.0005301910112359549,9.6861797752809e-05,0.01446638792134832,0.015357765151515154,0.01643947934556067
3333,DPSCF300081,430001,440000,0.015147534349814841,0.00312859652173913,0.010886818695652169,0.003933748260869565,0.004126987428571428,0.020967887676667542,0.01521507449357439,0.0043622913043478255,0.010978727826086958,0.0042399867391304325,0.003671245714285713,0.02018466245970744
3334,DPSCF300081,440001,450000,7.671259955074535e-05,,,,,0.002339682280000001,2.791937921176231e-05,,,,,0.00322492684
3335,DPSCF300081,450001,460000,0.005270382953954889,0.0,0.0016983456790123461,0.003135407407407407,0.005771999999999999,,0.005492246606381872,0.0008364888888888889,0.002987456790123457,0.0032936790123456795,0.006063363636363637,
3336,DPSCF300081,460001,470000,0.0049660685024154536,0.030752293401015263,0.02034484873096446,0.023023929949238586,0.02678970240963855,0.0020160899628252787,0.004120091304347828,0.022681426903553296,0.012086940355329949,0.01904859390862944,0.02360076506024096,0.0020049182156133827
3337,DPSCF300081,470001,480000,0.0075289179069767485,0.0013017549206349205,0.00243974126984127,0.00786512095238095,0.00978157435897436,0.009732321339173945,0.00731580709302325,0.0023353417460317467,0.0023468638095238093,0.008393591904761908,0.008287963333333334,0.009897433573216484
3338,DPSCF300081,480001,490000,0.012528152260692472,0.0027518552763819088,0.010528833165829143,0.002685382914572864,0.00392341186440678,0.009080519067491705,0.01239935922606924,0.002511043216080402,0.012722419095477387,0.003438244723618091,0.005506168644067796,0.008434195538926431
3339,DPSCF300081,490001,500000,0.009606238150289012,,0.012987018181818185,0.0064935090909090925,0.0,0.00878034690656564,0.009941140875309656,,0.0031348,0.0031348,0.0086207,0.009152038226010076
3340,DPSCF300081,500001,510000,0.009512669128113858,0.009379513636363636,0.009620000000000002,0.00949976818181818,0.00680272380952381,0.006751411207172597,0.009823977787663087,0.0052659,0.01557775,0.008015731818181819,0.004868495238095238,0.00735425824527697
3341,DPSCF300081,510001,520000,0.002518250126582278,0.0018797,0.003295277192982456,0.00306321052631579,0.0,0.005433488202914186,0.006245652911392406,0.0018042701754385968,0.001958164912280702,0.003826108771929825,0.0013029923076923074,0.0057606131030760715
3342,DPSCF300081,520001,530000,0.006411095057660636,0.0017991185929648245,0.0007001500837520939,0.0048456569514237855,0.005395194520547945,0.004325995596697529,0.006184656878088952,0.0021472574539363487,0.0009500017587939697,0.0056539030150753785,0.006913542979452054,0.0041207577182887116
3343,DPSCF300081,530001,540000,0.0043019237304224005,0.0039200138195777355,0.0015588675623800384,0.0013582275862068964,0.0019915584269662922,,0.005113528607024184,0.003088671017274471,0.0022956009596928986,0.0018948494252873566,0.0025846792134831464,
3344,DPSCF300081,540001,550000,0.0028725012858052275,0.0006170937365010798,0.00015427343412526999,0.003298288311688311,0.002578162909090909,0.002934803162055335,0.0041182022406110715,0.00029790755939524836,0.00029790755939524836,0.002806129220779221,0.002692627636363637,0.004263422397891964
3345,DPSCF300081,550001,560000,0.00202221074856046,0.00033377850467289724,0.0008667020280811234,0.0006355812792511701,0.0006762947368421053,0.0018850418418418433,0.0028695021593090225,0.0008518442367601247,0.0005171903276131046,0.004475387675507022,0.005086825062656641,0.0030080516516516444
3346,DPSCF300081,560001,570000,0.0028854420140046683,0.0003797199729180773,0.001023834641407307,0.0007517667117726656,0.0006036219718309861,0.0034690733773804893,0.0037084377125708523,0.0011665062288422471,0.0014505975642760485,0.0014870258457374828,0.0013030810328638494,0.004206277302759421
3347,DPSCF300081,570001,580000,0.010980551601908658,0.00040630602957906716,0.0014265852104664392,0.004159369055745165,0.002927272189349112,0.00545517175313666,0.011619207907293792,0.000273230489192264,0.0015430286689419794,0.005389589988623435,0.003757439447731755,0.005934114988131566
3348,DPSCF300081,580001,590000,0.006414577022175296,0.003679654545454546,0.0009499754545454547,0.0003246754545454545,,0.004642271416159868,0.006450404012671589,0.003921244545454546,0.0013556645454545456,0.00047022,,0.004887386490008685
3349,DPSCF300081,590001,600000,0.005903948232323231,0.00436441116751269,0.002793222335025381,0.0007251634517766499,0.0010905129770992367,0.006040349203252042,0.005891496306818175,0.006236934517766498,0.002708507106598985,0.0007001583756345177,0.0007896824427480915,0.005802117821138204
3350,DPSCF300081,600001,610000,0.0067970481629225105,0.0013397089743589744,0.0004578756410256411,0.0,0.0,,0.005897702183497778,0.0034358647435897443,0.001772223076923077,0.0013262615384615384,0.001596425925925926,
3351,DPSCF300081,610001,620000,0.00404626205128206,0.0060576936305732475,0.006428403184713375,0.008863278343949045,0.008211760693641618,0.0020869615742535887,0.0042218526666666575,0.006278877707006367,0.003986197133757961,0.010236170700636949,0.008885586127167626,0.003651229081039161
3352,DPSCF300087,1,10000,0.005866056222596968,0.0003370880645161291,0.0016086370967741935,0.002129202903225807,0.0011724375,0.0073280935104364465,0.005113808397976389,5.561741935483871e-05,0.002522296774193548,0.0023476403225806447,0.002143144034090909,0.006365522390891829
3353,DPSCF300087,10001,20000,0.012644114192139752,0.002463055172413793,0.007024275862068966,0.0,0.0,0.006887834771009315,0.014077229585152822,0.0011890620689655172,0.0035671862068965515,0.0023781241379310343,0.002155175,0.007655284092930175
3354,DPSCF300087,60001,70000,0.010680831163287087,0.0,0.0057284535433070865,0.007915675590551181,0.0052515194029850755,0.005600323188572732,0.010272711205976514,0.0,0.004758703149606299,0.007707299212598423,0.004063171641791046,0.006235188630342107
3355,DPSCF300087,130001,140000,0.007292744151831673,,,0.005102042857142858,,0.0071063975000000045,0.007076361806679387,,,0.007086700000000001,,0.005889451378205124
3356,DPSCF300087,140001,150000,0.007679226331145135,0.003186627272727273,0.013257581818181818,0.00940956590909091,0.007330245833333335,0.004621745827814568,0.00734101720155602,0.007046429545454545,0.013151022727272726,0.01997746590909091,0.018438712500000003,0.004339693973509935
3357,DPSCF300087,150001,160000,0.007311539616346956,0.003685868539325843,0.0012038528089887645,0.0008025685393258428,0.0009276441558441561,0.009912707748287649,0.006827884153461214,0.0033340820224719092,0.00096861797752809,0.0011419488764044946,0.002192001298701299,0.009859102846746548
3358,DPSCF300087,160001,170000,0.006108059820828655,0.004256785835694051,0.002150875920679887,0.004496607932011332,0.0037969160621761657,,0.0060548934490481324,0.004358117280453258,0.0,0.005484067705382436,0.007538505699481866,
3359,DPSCF300087,170001,180000,0.013523488647819512,0.002709360689655172,0.003950010344827586,0.013765738620689652,0.013992879245283021,,0.013247491968003606,0.00297056724137931,0.00262428,0.013549040689655178,0.011342067295597485,
3360,DPSCF300087,180001,190000,0.004582855284026544,0.001041092271293375,0.0012142608832807571,0.007270958044164041,0.007949824161073827,,0.004328520310729889,0.001596848659305994,0.0022371144321766557,0.007773365299684541,0.009637757046979866,
3361,DPSCF300087,190001,200000,0.005698392609315584,0.0009996366412213743,0.002393067938931298,0.0058009209923664115,0.004062736363636364,,0.005825193286596946,0.0009236030534351147,0.002591865839694657,0.008172741793893129,0.005205019805194804,
3362,DPSCF300087,200001,210000,0.001241327089820359,0.00020885555555555558,0.003411305847953217,0.006575078947368421,0.0048458471153846145,0.0027909743803374307,0.0018115508742514968,0.0005518947368421053,0.004114443567251461,0.0036297663742690064,0.002041744230769231,0.002988766611122681
3363,DPSCF300087,250001,260000,0.01382669278145695,0.011207832258064515,0.005034987096774193,0.015901470967741933,0.005506971428571429,0.013418930807101371,0.014614213079470173,0.012944873118279573,0.0032459720430107523,0.01676977634408602,0.005259461224489796,0.012869341473966914
3364,DPSCF300087,260001,270000,0.014962696725994274,0.0017079114808652247,0.008878498835274539,0.01762494775374376,0.01818999281045752,0.01629737077049627,0.015555909272687287,0.0020584783693843593,0.008900275207986693,0.017096940765391016,0.018247674183006532,0.013032952673430187
3365,DPSCF300087,270001,280000,0.014804212864918306,0.013148784523809524,0.01368417976190476,0.03202948452380952,0.02088183733333333,0.014167038446032657,0.014497058782780754,0.016805662500000002,0.016261927380952383,0.030780972023809524,0.01837467333333333,0.014175175737584757
3366,DPSCF300087,280001,290000,0.014077715864433682,0.0014296978723404255,0.002769337021276596,0.00645052425531915,0.006741767741935485,0.010342913819241994,0.014227152208888372,0.0015291344680851062,0.0034418421276595744,0.007967464680851062,0.008791448387096775,0.009816238658892123
3367,DPSCF300087,290001,300000,0.016146940419161628,0.0007057189728958633,0.007834611412268185,0.008162941797432238,0.009249921882352942,0.0078026707755521375,0.019790885354291514,0.0016276148359486446,0.010844421968616262,0.0058804634807417995,0.006500839764705882,0.007436327632254738
3368,DPSCF300087,300001,310000,0.017821650597976055,0.005266201874999999,0.0037615731249999993,0.00256283,0.002659725806451613,0.012093595500951708,0.018798311867525244,0.008074339062499998,0.0026107846875,0.0024973537500000004,0.001476625806451613,0.011426316490742302
3369,DPSCF300087,310001,320000,0.01813999578616349,0.0038279877928483353,0.007853327250308267,0.01353251196054255,0.015210776792698838,0.017168745352400417,0.015778637044025115,0.0035480864364981525,0.008976324167694198,0.012927218803945732,0.014250105997392432,0.015817965117466803
3370,DPSCF300087,320001,330000,0.014684403965907129,0.003368014495798319,0.005407719537815125,0.0079309512605042,0.010702738095238095,0.007628274338813443,0.014173910801878591,0.003083266386554621,0.006397209663865549,0.007665594957983191,0.009201655158730159,0.007379747676912078
3371,DPSCF300087,330001,340000,0.02544329344083693,0.007386559510869565,0.009381472554347826,0.015855046739130445,0.016956719879518068,0.007592519925163721,0.022830581608193627,0.0070433561141304375,0.008693848505434788,0.015326224184782597,0.015103976506024097,0.008713365232304322
3372,DPSCF300087,340001,350000,0.019632014226860842,0.005096644081632653,0.003066622857142857,0.007331823673469387,0.008649645217391306,0.020359567927382725,0.017724889316122133,0.003501365714285714,0.002516140408163265,0.009388006122448977,0.01223073739130435,0.02223131896116991
3373,DPSCF300087,350001,360000,0.008643810416666666,0.001125010449927431,0.000760246153846154,0.001178765457184325,0.0020576133333333334,0.010922517750163528,0.007954822916666666,0.002034389404934688,0.0005566692307692306,0.0017253236574746008,0.0029222966666666663,0.012154056546762602
3374,DPSCF300087,360001,370000,0.010082029698857742,,,0.017857150000000002,0.07142860000000001,0.016867060483692062,0.011640005607476623,,,0.030248,0.120992,0.01618978663190607
3375,DPSCF300087,370001,380000,0.019305842648361413,0.0018121420718816067,0.01038625708245243,0.01035829217758985,0.012594089436619715,0.01550549599213176,0.02132567590788314,0.0018890655391120507,0.011962367864693449,0.011349733192389008,0.01474272957746479,0.01548220651585931
3376,DPSCF300087,380001,390000,0.02028431100420926,0.003401361904761905,0.009952123809523813,,,0.016683453051359598,0.014835184906794953,0.0016420380952380956,0.0063953000000000005,,,0.01621902250151068
3377,DPSCF300087,390001,400000,0.014198149680000037,,,,,,0.013641383870000098,,,,,
3378,DPSCF300087,400001,410000,0.013336917437722506,0.0008930981751824818,0.0007820649635036498,0.007038581751824817,0.008465609491525422,0.0,0.012437890109215921,0.0005828821167883213,0.0002516992700729927,0.006989068065693433,0.01005671118644068,0.0008114620192307692
3379,DPSCF300087,410001,420000,0.013001702448938184,0.0013477094339622642,0.0,0.0026954188679245285,0.0023809533333333326,,0.011846192236561377,0.0012784075471698113,0.0006506188679245282,0.006997,0.0011494266666666668,
3380,DPSCF300087,420001,430000,0.014391330161984881,0.0,0.010059437037037036,0.0,0.0,,0.013017078870207184,0.00042571358024691365,0.014384629629629631,0.00042571358024691365,0.00086207,
3381,DPSCF300087,430001,440000,0.01996841410478605,0.0063513611413043465,0.005765469565217391,0.007145730163043478,0.008727115402298851,0.007703344406779659,0.020083311905079428,0.0064088063858695685,0.005856451902173915,0.006356201494565218,0.007801912413793103,0.0090867193220339
3382,DPSCF300087,440001,450000,0.016396705045454554,0.003276817929292929,0.003527336111111111,0.012125220454545458,0.012059743869209813,0.014833185926844378,0.014634553999999963,0.0031920845959595968,0.002545113888888889,0.012537663636363631,0.012540988828337877,0.01493330548667076
3383,DPSCF300087,450001,460000,0.009044880019351735,0.0012067192982456142,0.0018332859649122808,0.0041074894736842105,0.0054232766666666675,0.015914141061783783,0.00866232762457667,0.0026586438596491228,0.002366772807017544,0.006930523684210526,0.00875177333333333,0.015615974496113887
3384,DPSCF300087,480001,490000,0.02709807884130978,0.005155333333333333,0.004748335042735044,0.003210782905982906,0.004755210126582279,0.015268143128353343,0.02461063186397979,0.008397063247863247,0.003123049572649573,0.006545976068376069,0.007159969620253165,0.014939346718943515
3385,DPSCF300087,490001,500000,0.025372263713080184,0.01840005970149253,0.0021321970149253736,0.010305611940298508,0.013521444444444444,0.01417280235924941,0.027401919409282684,0.023160067164179104,0.005697468656716417,0.008550719402985076,0.01211602777777778,0.01354930767828425
3386,DPSCF300087,500001,510000,0.02177624080996893,0.0018083189873417727,0.004386843037974685,0.013863767088607596,0.019739512820512818,0.017875223500379653,0.017793844348019578,0.003813554430379747,0.005008155696202532,0.015108701265822788,0.021530394871794874,0.01600034360288534
3387,DPSCF300087,510001,520000,0.030940372535991138,0.001795708670520231,0.018959803137902586,0.0035258805945499586,0.0045018217636022505,0.014926638828911256,0.026533867331118483,0.0020551689512799337,0.021666699091659785,0.004280686622625929,0.005424221013133211,0.015010668728270813
3388,DPSCF300087,520001,530000,6.03889376646181e-05,,,,,0.014338422148629031,,,,,,0.013049493244138332
3389,DPSCF300087,530001,540000,0.0004826877192982457,,0.0,,,0.00599652946705114,,,,,,0.006278205543095143
3390,DPSCF300087,540001,550000,0.0018351111217641421,,,,,0.006950982057780023,0.002251058293384468,,,,,0.006603517524074997
3391,DPSCF300087,550001,560000,0.009860563100436693,0.010856987096774191,0.005518574910394264,0.0011662960573476705,0.0004960319444444445,,0.009256694334061134,0.009152474910394266,0.008059640501792113,0.0009410516129032259,0.0,
3392,DPSCF300087,560001,570000,0.014713416047745353,0.0027370024060150377,0.003906592481203007,0.011620318195488715,0.01281958639455782,0.047619,0.014881372906404016,0.0032094766917293233,0.0033668566917293237,0.012113775488721805,0.014133589342403632,0.03902
3393,DPSCF300087,570001,580000,0.014159905733046896,0.009908800397614314,0.002745432206759443,0.006195632206759443,0.0067475213483146074,,0.01316368624826383,0.01085321550695825,0.0037091451292246506,0.007554196222664016,0.0089067468164794,
3394,DPSCF300087,580001,590000,0.01539841286000002,,,,,,0.01614229295000013,,,,,
3395,DPSCF300087,590001,600000,0.002779365,,,,,,0.00251724257,,,,,
3396,DPSCF300190,110001,120000,0.012274345838218051,0.0019948529729729727,0.004254254054054054,0.0051623045945945936,0.009385959386973178,0.011213531599081844,0.012059975224697138,0.0022228222972972968,0.004611604054054055,0.005549288918918919,0.010133673946360154,0.010962427907421534
3397,DPSCF300190,120001,130000,0.015446044011895085,0.0037240014304291283,0.003435025097529259,0.007822981534460342,0.008915713530326596,0.0066473533372711285,0.017253079183563086,0.004633575942782836,0.0033131247724317307,0.008683430819245766,0.011263751321928459,0.0063258271116361404
3398,DPSCF300190,130001,140000,0.006755887764705893,0.0008900760124610592,0.0008900760124610592,0.008117821806853583,0.012772559235668793,0.0089141491755278,0.007734010588235289,0.0004296922118380063,0.0021804987538940807,0.008872760124610591,0.012041420382165605,0.007613894344274905
3399,DPSCF300190,140001,150000,0.0061358853666779395,0.00093985,0.006596356578947366,0.00093985,0.0009041594936708864,0.013713700303766773,0.0058267617100371686,0.000672621052631579,0.006053594078947368,0.0011263421052631578,0.0017306481012658225,0.013012448997569887
3400,DPSCF300190,150001,160000,0.0061016861287397995,0.008835464077669901,0.003159190291262135,0.0050084737864077656,0.00814000512820513,0.014459994975238671,0.006516355031731642,0.008827731067961166,0.0029161485436893205,0.003638577184466019,0.00624350641025641,0.013420502355357012
3401,DPSCF300190,160001,170000,0.0075121749439601565,0.001176288581314879,0.0015424480968858135,0.006050785467128026,0.008774587022900763,0.004350935746180972,0.00867256458281443,0.0015071693771626295,0.001828489273356401,0.006622125432525954,0.00923373664122137,0.004821063031727373
3402,DPSCF300190,170001,180000,0.00641259148191366,0.0012682347071583512,0.0009985197396963122,0.002926695444685466,0.006081431707317072,0.0030257132509341803,0.0069741101905873,0.0023306099783080253,0.0012558524945770065,0.002644243383947939,0.0053598060975609775,0.0033346766312158625
3403,DPSCF300190,180001,190000,0.008148699902184557,0.0011621117279666895,0.0018028335877862593,0.0014236540915395282,0.0017467904306220096,0.0017660271303018718,0.008029786273231162,0.0016931349757113114,0.002208255239417072,0.0015493214979195554,0.001999169537480064,0.002255947917462745
3404,DPSCF300190,190001,200000,0.00369071009076348,0.0004685110519307591,0.0015164970705725696,0.002305568442077229,0.002279698008849557,0.003750290753519194,0.004015097971169245,0.0005973083222370173,0.002211611651131825,0.002311901531291612,0.002191645132743362,0.0038413262765663735
3405,DPSCF300190,200001,210000,0.0027836472712995672,0.0007598787234042554,0.0003799393617021277,0.0016399300177619893,0.0011633322475570033,0.006943238569692757,0.0029126963879073427,0.0005459666666666667,0.000482681560283688,0.001983584547069272,0.0013320964169381106,0.00662821225481685
3406,DPSCF300190,210001,220000,0.00320823009079118,0.0009388676616915424,0.001522369154228856,0.0008160252072968491,0.0017239122950819673,0.0047902062247372704,0.002975374059662777,0.0009089462686567164,0.0015741011608623547,0.0009390437810945274,0.0020380237704918027,0.004686613918081376
3407,DPSCF300190,220001,230000,0.004964442625982439,0.000429184721030043,0.0018507169098712446,0.0013170746781115876,0.0026103082039911304,0.0015915640046029913,0.004916321128062868,0.0006459842060085838,0.0018647329613733906,0.0010307700429184551,0.002138153880266076,0.0012177192635212893
3408,DPSCF300190,230001,240000,0.013735131063086643,0.004583525221799747,0.0018776689480354879,0.005260826869455007,0.005574983050847458,0.004171422026143796,0.014504668325693037,0.005701509632446135,0.002788648415716096,0.005383310899873258,0.0065041864406779675,0.004028528169934636
